index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
405,medium,variable,medium,medium,8.249999999999999e-05,-0.11111111111111116,0.0075,0.6749999999999999,8.3e-05,-0.06,0.007227,0.67,True
